site,latitude,longitude,wmo,name,region,elevation,slope,soilA_field_cap,soilA_perm_wp,lai,soil_base_h,lai_w0,soilAO_w0,soilA_w0,sbase_w0,fire_prob,wind_prob,soilAO_c0,soilAO_n0,soilA_c0,soilA_n0,sbase_c0,sbase_n0,sigma,tmp_lapse_jan,tmp_lapse_feb,tmp_lapse_mar,tmp_lapse_apr,tmp_lapse_may,tmp_lapse_jun,tmp_lapse_jul,tmp_lapse_aug,tmp_lapse_sep,tmp_lapse_oct,tmp_lapse_nov,tmp_lapse_dec,prcp_lapse_jan,prcp_lapse_feb,prcp_lapse_mar,prcp_lapse_apr,prcp_lapse_may,prcp_lapse_jun,prcp_lapse_jul,prcp_lapse_aug,prcp_lapse_sep,prcp_lapse_oct,prcp_lapse_nov,prcp_lapse_dec
760,38.25,-106.25,0,CONUS_38.25_-106.25,USA,324.9,0,13.9,7.1,3.0,35.0,0.5,0.6,13.1,10.9,0,0,3.9,0.08,26.1,2.01,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
761,38.25,-105.75,0,CONUS_38.25_-105.75,USA,467.2,0,14.0,7.1,3.0,35.0,0.5,0.6,13.1,10.9,0,0,5.7,0.11,38.4,2.97,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
762,38.25,-105.25,0,CONUS_38.25_-105.25,USA,454.2,0,13.9,7.1,3.0,35.0,0.5,0.6,13.1,10.9,0,0,4.8,0.1,32.6,2.51,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
763,38.25,-93.75,0,CONUS_38.25_-93.75,USA,16.3,0,17.3,6.9,3.0,35.0,0.5,0.6,16.3,10.9,0,0,5.2,0.1,35.3,2.73,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
764,38.25,-93.25,0,CONUS_38.25_-93.25,USA,30.5,0,17.3,6.9,3.0,35.0,0.5,0.6,16.3,10.9,0,0,4.1,0.08,27.6,2.13,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
765,38.25,-92.75,0,CONUS_38.25_-92.75,USA,31.8,0,13.6,7.1,3.0,35.0,0.5,0.6,12.8,10.9,0,0,4.6,0.09,30.8,2.38,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766,38.25,-92.25,0,CONUS_38.25_-92.25,USA,37.2,0,13.6,7.1,3.0,35.0,0.5,0.6,12.8,10.9,0,0,4.3,0.09,29.3,2.26,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
767,38.25,-91.75,0,CONUS_38.25_-91.75,USA,39.0,0,13.9,7.1,3.0,35.0,0.5,0.6,13.1,10.9,0,0,4.7,0.09,31.7,2.44,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
768,38.25,-91.25,0,CONUS_38.25_-91.25,USA,32.0,0,13.9,7.1,3.0,35.0,0.5,0.6,13.1,10.9,0,0,4.7,0.09,31.7,2.44,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
769,38.25,-90.75,0,CONUS_38.25_-90.75,USA,40.4,0,13.9,7.1,3.0,35.0,0.5,0.6,13.1,10.9,0,0,4.8,0.1,32.3,2.49,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
770,38.25,-90.25,0,CONUS_38.25_-90.25,USA,37.0,0,14.0,8.0,3.0,35.0,0.5,0.6,13.2,10.9,0,0,6.0,0.12,40.2,3.1,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
771,38.25,-89.75,0,CONUS_38.25_-89.75,USA,12.0,0,14.0,8.0,3.0,35.0,0.5,0.6,13.2,10.9,0,0,6.6,0.13,44.2,3.41,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
772,38.25,-87.75,0,CONUS_38.25_-87.75,USA,12.1,0,18.8,8.3,3.0,35.0,0.5,0.6,17.7,10.9,0,0,4.4,0.09,30.0,2.31,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
773,38.25,-87.25,0,CONUS_38.25_-87.25,USA,13.1,0,18.8,8.3,3.0,35.0,0.5,0.6,17.7,10.9,0,0,4.4,0.09,30.0,2.31,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
774,38.25,-86.75,0,CONUS_38.25_-86.75,USA,28.6,0,18.8,8.3,3.0,35.0,0.5,0.6,17.7,10.9,0,0,4.4,0.09,30.0,2.31,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
775,38.25,-86.25,0,CONUS_38.25_-86.25,USA,32.1,0,18.8,8.3,3.0,35.0,0.5,0.6,17.7,10.9,0,0,4.7,0.09,31.4,2.42,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
776,38.25,-84.75,0,CONUS_38.25_-84.75,USA,28.1,0,18.2,9.6,3.0,35.0,0.5,0.6,17.1,10.9,0,0,5.2,0.1,34.9,2.69,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
777,38.25,-83.75,0,CONUS_38.25_-83.75,USA,28.6,0,17.5,10.0,3.0,35.0,0.5,0.6,16.5,10.9,0,0,7.1,0.14,47.9,3.7,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
778,38.25,-83.25,0,CONUS_38.25_-83.25,USA,37.1,0,17.5,10.0,3.0,35.0,0.5,0.6,16.5,10.9,0,0,7.5,0.15,50.9,3.92,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
779,38.25,-82.75,0,CONUS_38.25_-82.75,USA,30.8,0,17.5,10.0,3.0,35.0,0.5,0.6,16.5,10.9,0,0,7.5,0.15,50.8,3.92,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
780,38.25,-82.25,0,CONUS_38.25_-82.25,USA,45.2,0,17.5,10.0,3.0,35.0,0.5,0.6,16.5,10.9,0,0,9.0,0.18,60.9,4.7,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
781,38.25,-81.75,0,CONUS_38.25_-81.75,USA,75.0,0,17.5,10.0,3.0,35.0,0.5,0.6,16.5,10.9,0,0,12.2,0.24,82.1,6.33,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
782,38.25,-81.25,0,CONUS_38.25_-81.25,USA,103.9,0,17.6,10.1,3.0,35.0,0.5,0.6,16.5,10.9,0,0,23.5,0.47,158.2,12.21,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
783,38.25,-80.75,0,CONUS_38.25_-80.75,USA,177.4,0,22.4,13.5,3.0,35.0,0.5,0.6,21.1,10.9,0,0,25.0,0.5,168.5,13.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
784,38.25,-80.25,0,CONUS_38.25_-80.25,USA,176.2,0,22.4,13.5,3.0,35.0,0.5,0.6,21.1,10.9,0,0,25.0,0.5,168.5,13.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
785,38.25,-79.75,0,CONUS_38.25_-79.75,USA,197.5,0,14.1,8.0,3.0,35.0,0.5,0.6,13.2,10.9,0,0,19.3,0.39,130.1,10.03,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
786,38.25,-79.25,0,CONUS_38.25_-79.25,USA,185.5,0,14.1,8.0,3.0,35.0,0.5,0.6,13.2,10.9,0,0,19.9,0.4,134.0,10.34,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
787,38.25,-78.75,0,CONUS_38.25_-78.75,USA,161.9,0,22.9,11.7,3.0,35.0,0.5,0.6,21.6,10.9,0,0,14.0,0.28,94.4,7.28,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
788,38.25,-78.25,0,CONUS_38.25_-78.25,USA,145.9,0,22.9,11.7,3.0,35.0,0.5,0.6,21.6,10.9,0,0,9.2,0.18,62.1,4.79,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
789,38.25,-77.75,0,CONUS_38.25_-77.75,USA,19.5,0,22.9,11.7,3.0,35.0,0.5,0.6,21.5,10.9,0,0,6.5,0.13,43.7,3.37,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
790,38.25,-77.25,0,CONUS_38.25_-77.25,USA,19.9,0,22.9,11.7,3.0,35.0,0.5,0.6,21.5,10.9,0,0,5.7,0.11,38.1,2.94,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
791,38.25,-76.75,0,CONUS_38.25_-76.75,USA,14.2,0,22.9,11.7,3.0,35.0,0.5,0.6,21.5,10.9,0,0,5.6,0.11,37.8,2.92,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
792,38.25,-75.75,0,CONUS_38.25_-75.75,USA,4.6,0,15.4,6.3,3.0,35.0,0.5,0.6,14.5,10.9,0,0,6.0,0.12,40.7,3.14,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
793,38.25,-75.25,0,CONUS_38.25_-75.25,USA,5.3,0,15.4,6.3,3.0,35.0,0.5,0.6,14.5,10.9,0,0,5.9,0.12,39.8,3.07,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
794,37.75,-119.75,0,CONUS_37.75_-119.75,USA,573.9,0,27.1,15.4,3.0,35.0,0.5,0.6,25.4,10.9,0,0,7.1,0.14,48.0,3.7,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
795,37.75,-112.75,0,CONUS_37.75_-112.75,USA,393.2,0,27.1,15.4,3.0,35.0,0.5,0.6,25.4,10.9,0,0,8.0,0.16,53.8,4.15,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
796,37.75,-108.25,0,CONUS_37.75_-108.25,USA,326.4,0,16.4,9.1,3.0,35.0,0.5,0.6,15.4,10.9,0,0,5.2,0.1,35.1,2.71,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
797,37.75,-107.75,0,CONUS_37.75_-107.75,USA,387.5,0,16.4,9.1,3.0,35.0,0.5,0.6,15.4,10.9,0,0,3.0,0.06,20.2,1.56,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
798,37.75,-107.25,0,CONUS_37.75_-107.25,USA,315.8,0,13.9,7.1,3.0,35.0,0.5,0.6,13.1,10.9,0,0,4.2,0.08,28.4,2.19,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
799,37.75,-106.75,0,CONUS_37.75_-106.75,USA,338.4,0,13.9,7.1,3.0,35.0,0.5,0.6,13.1,10.9,0,0,4.0,0.08,27.1,2.09,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800,37.75,-105.25,0,CONUS_37.75_-105.25,USA,395.1,0,13.9,7.1,3.0,35.0,0.5,0.6,13.1,10.9,0,0,5.4,0.11,36.1,2.78,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801,37.75,-93.75,0,CONUS_37.75_-93.75,USA,27.5,0,13.6,7.1,3.0,35.0,0.5,0.6,12.8,10.9,0,0,4.2,0.08,28.6,2.2,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
802,37.75,-93.25,0,CONUS_37.75_-93.25,USA,28.1,0,14.0,8.0,3.0,35.0,0.5,0.6,13.2,10.9,0,0,5.7,0.11,38.1,2.94,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
803,37.75,-92.75,0,CONUS_37.75_-92.75,USA,42.7,0,13.9,7.1,3.0,35.0,0.5,0.6,13.1,10.9,0,0,3.8,0.08,25.5,1.97,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
804,37.75,-92.25,0,CONUS_37.75_-92.25,USA,35.6,0,13.9,7.1,3.0,35.0,0.5,0.6,13.1,10.9,0,0,3.3,0.07,22.5,1.74,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
805,37.75,-91.75,0,CONUS_37.75_-91.75,USA,40.4,0,13.9,7.1,3.0,35.0,0.5,0.6,13.1,10.9,0,0,3.3,0.07,22.3,1.72,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
806,37.75,-91.25,0,CONUS_37.75_-91.25,USA,46.5,0,13.9,7.1,3.0,35.0,0.5,0.6,13.1,10.9,0,0,5.0,0.1,34.0,2.62,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
807,37.75,-90.75,0,CONUS_37.75_-90.75,USA,53.7,0,13.9,6.2,3.0,35.0,0.5,0.6,13.1,10.9,0,0,7.0,0.14,47.4,3.65,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
808,37.75,-90.25,0,CONUS_37.75_-90.25,USA,48.6,0,14.0,7.1,3.0,35.0,0.5,0.6,13.1,10.9,0,0,6.3,0.13,42.8,3.3,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
809,37.75,-89.75,0,CONUS_37.75_-89.75,USA,31.5,0,13.9,7.1,3.0,35.0,0.5,0.6,13.1,10.9,0,0,5.0,0.1,34.0,2.63,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
810,37.75,-89.25,0,CONUS_37.75_-89.25,USA,29.4,0,13.9,7.1,3.0,35.0,0.5,0.6,13.1,10.9,0,0,4.5,0.09,30.0,2.32,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811,37.75,-88.75,0,CONUS_37.75_-88.75,USA,26.3,0,13.9,7.1,3.0,35.0,0.5,0.6,13.1,10.9,0,0,4.7,0.09,31.7,2.45,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
812,37.75,-88.25,0,CONUS_37.75_-88.25,USA,24.0,0,18.8,8.3,3.0,35.0,0.5,0.6,17.7,10.9,0,0,4.8,0.1,32.5,2.51,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813,37.75,-86.75,0,CONUS_37.75_-86.75,USA,25.2,0,18.8,8.3,3.0,35.0,0.5,0.6,17.7,10.9,0,0,4.2,0.08,28.4,2.19,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
814,37.75,-86.25,0,CONUS_37.75_-86.25,USA,25.7,0,18.8,8.3,3.0,35.0,0.5,0.6,17.7,10.9,0,0,4.4,0.09,29.9,2.31,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
815,37.75,-85.75,0,CONUS_37.75_-85.75,USA,37.5,0,16.9,6.9,3.0,35.0,0.5,0.6,15.9,10.9,0,0,4.5,0.09,30.5,2.35,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
816,37.75,-85.25,0,CONUS_37.75_-85.25,USA,30.2,0,16.9,6.9,3.0,35.0,0.5,0.6,15.9,10.9,0,0,4.3,0.09,29.2,2.25,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
817,37.75,-83.75,0,CONUS_37.75_-83.75,USA,43.4,0,16.9,6.9,3.0,35.0,0.5,0.6,15.9,10.9,0,0,5.6,0.11,37.5,2.89,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
818,37.75,-83.25,0,CONUS_37.75_-83.25,USA,33.1,0,17.5,10.0,3.0,35.0,0.5,0.6,16.5,10.9,0,0,5.8,0.12,38.8,3.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
819,37.75,-82.75,0,CONUS_37.75_-82.75,USA,47.9,0,17.5,10.0,3.0,35.0,0.5,0.6,16.5,10.9,0,0,8.0,0.16,54.3,4.19,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
820,37.75,-82.25,0,CONUS_37.75_-82.25,USA,80.4,0,17.5,10.0,3.0,35.0,0.5,0.6,16.5,10.9,0,0,7.1,0.14,47.6,3.67,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
821,37.75,-81.75,0,CONUS_37.75_-81.75,USA,111.6,0,17.5,10.1,3.0,35.0,0.5,0.6,16.5,10.9,0,0,14.5,0.29,97.4,7.52,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
822,37.75,-81.25,0,CONUS_37.75_-81.25,USA,119.6,0,17.6,10.1,3.0,35.0,0.5,0.6,16.5,10.9,0,0,25.0,0.5,168.5,13.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
823,37.75,-80.75,0,CONUS_37.75_-80.75,USA,130.7,0,17.6,10.1,3.0,35.0,0.5,0.6,16.5,10.9,0,0,25.0,0.5,168.5,13.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
824,37.75,-80.25,0,CONUS_37.75_-80.25,USA,136.9,0,17.6,10.1,3.0,35.0,0.5,0.6,16.5,10.9,0,0,25.0,0.5,168.5,13.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
825,37.75,-79.75,0,CONUS_37.75_-79.75,USA,178.8,0,17.6,10.1,3.0,35.0,0.5,0.6,16.5,10.9,0,0,25.0,0.5,168.5,13.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
826,37.75,-79.25,0,CONUS_37.75_-79.25,USA,215.4,0,17.6,10.1,3.0,35.0,0.5,0.6,16.5,10.9,0,0,25.0,0.5,168.5,13.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
827,37.75,-78.75,0,CONUS_37.75_-78.75,USA,140.0,0,17.6,10.1,3.0,35.0,0.5,0.6,16.5,10.9,0,0,25.0,0.5,168.5,13.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
828,37.75,-78.25,0,CONUS_37.75_-78.25,USA,29.3,0,17.6,10.1,3.0,35.0,0.5,0.6,16.5,10.9,0,0,21.2,0.42,142.9,11.02,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
829,37.75,-77.75,0,CONUS_37.75_-77.75,USA,16.7,0,17.6,10.1,3.0,35.0,0.5,0.6,16.5,10.9,0,0,16.9,0.34,113.7,8.77,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
830,37.75,-77.25,0,CONUS_37.75_-77.25,USA,11.3,0,14.0,8.0,3.0,35.0,0.5,0.6,13.2,10.9,0,0,6.7,0.13,45.3,3.49,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
831,37.75,-76.75,0,CONUS_37.75_-76.75,USA,10.4,0,22.9,11.7,3.0,35.0,0.5,0.6,21.5,10.9,0,0,6.2,0.12,42.1,3.24,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
832,37.75,-75.75,0,CONUS_37.75_-75.75,USA,4.6,0,14.9,6.7,3.0,35.0,0.5,0.6,14.0,10.9,0,0,5.8,0.12,39.3,3.03,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
833,37.25,-122.25,0,CONUS_37.25_-122.25,USA,197.3,0,16.4,8.2,3.0,35.0,0.5,0.6,15.4,10.9,0,0,4.8,0.1,32.2,2.49,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
834,37.25,-119.25,0,CONUS_37.25_-119.25,USA,644.7,0,27.1,15.4,3.0,35.0,0.5,0.6,25.4,10.9,0,0,7.2,0.14,48.7,3.75,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
835,37.25,-107.75,0,CONUS_37.25_-107.75,USA,339.7,0,16.4,9.1,3.0,35.0,0.5,0.6,15.4,10.9,0,0,3.2,0.06,21.3,1.64,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
836,37.25,-107.25,0,CONUS_37.25_-107.25,USA,343.1,0,13.9,7.1,3.0,35.0,0.5,0.6,13.1,10.9,0,0,3.2,0.06,21.9,1.69,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
837,37.25,-106.75,0,CONUS_37.25_-106.75,USA,457.8,0,13.9,7.1,3.0,35.0,0.5,0.6,13.1,10.9,0,0,3.0,0.06,20.3,1.57,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
838,37.25,-106.25,0,CONUS_37.25_-106.25,USA,349.2,0,13.9,7.1,3.0,35.0,0.5,0.6,13.1,10.9,0,0,3.4,0.07,23.2,1.79,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
839,37.25,-105.25,0,CONUS_37.25_-105.25,USA,381.4,0,13.9,7.1,3.0,35.0,0.5,0.6,13.1,10.9,0,0,3.6,0.07,24.3,1.88,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
840,37.25,-104.75,0,CONUS_37.25_-104.75,USA,256.5,0,13.9,7.1,3.0,35.0,0.5,0.6,13.1,10.9,0,0,2.6,0.05,17.4,1.34,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
841,37.25,-92.75,0,CONUS_37.25_-92.75,USA,39.5,0,13.9,7.1,3.0,35.0,0.5,0.6,13.1,10.9,0,0,3.1,0.06,20.6,1.59,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
842,37.25,-92.25,0,CONUS_37.25_-92.25,USA,35.1,0,13.9,7.1,3.0,35.0,0.5,0.6,13.1,10.9,0,0,3.0,0.06,20.0,1.54,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
843,37.25,-91.75,0,CONUS_37.25_-91.75,USA,35.6,0,14.0,7.1,3.0,35.0,0.5,0.6,13.1,10.9,0,0,5.8,0.12,39.0,3.01,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
844,37.25,-91.25,0,CONUS_37.25_-91.25,USA,51.1,0,13.9,7.1,3.0,35.0,0.5,0.6,13.1,10.9,0,0,5.4,0.11,36.1,2.79,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
845,37.25,-90.75,0,CONUS_37.25_-90.75,USA,47.2,0,13.9,7.1,3.0,35.0,0.5,0.6,13.1,10.9,0,0,3.4,0.07,23.2,1.79,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
846,37.25,-90.25,0,CONUS_37.25_-90.25,USA,48.1,0,13.9,7.1,3.0,35.0,0.5,0.6,13.1,10.9,0,0,4.8,0.1,32.6,2.51,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
847,37.25,-89.75,0,CONUS_37.25_-89.75,USA,31.5,0,13.9,6.2,3.0,35.0,0.5,0.6,13.1,10.9,0,0,7.1,0.14,47.8,3.69,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
848,37.25,-89.25,0,CONUS_37.25_-89.25,USA,26.3,0,13.9,7.1,3.0,35.0,0.5,0.6,13.1,10.9,0,0,4.1,0.08,27.9,2.15,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
849,37.25,-88.75,0,CONUS_37.25_-88.75,USA,23.0,0,13.9,7.1,3.0,35.0,0.5,0.6,13.1,10.9,0,0,3.7,0.07,25.0,1.93,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
850,37.25,-88.25,0,CONUS_37.25_-88.25,USA,24.7,0,14.0,8.0,3.0,35.0,0.5,0.6,13.2,10.9,0,0,5.3,0.11,35.9,2.77,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
